keyword,position_desc
,
java,"Java工程师
岗位职责：
1、参与项目系统需求调研，收集、整理项目前期的系统资料；
2、保持与项目组其他成员的良好沟通，明确需求说明书和设计说明书；
3、深入了解所分配模块的详细设计；
4、负责对所分模块编码，负责对所分模块进行单元测试；
5、进行系统总体测试，进行BUG修改，负责项目后期维护工作；
6、参与编写技术文档，参与客户培训，实施培训。
任职要求：
1、大学专科以上，计算机相关专业；3年以上java开发经验。
2、具备扎实的编程基础，精通java开发语言，熟悉主流java框架，spring mvc,spring boot，spring cloud，mybatis等核心
技术；
3、勤奋耐劳，强烈的工作责任感和优秀的执行力
4、熟练使用oracle，mysql等关系型数据库或者大数据组件等。
职能类别：
Java开发工程师
关键字：
软件开发java开发
微信分享"
,
java,"任职要求： 
1、本科以上学历，计算机或相关专业，3年以上Java开发及Web开发经验；
2、熟练java语言，熟练运用多种软件设计模式；
3、熟练掌握J2EE主流架构spring boot,spring cloud,mybatis,MQ,elasticsearch,redis等技术；
4、熟悉主流的数据库，如：mysql,oracle 等；
5、熟悉基于tomcat、Weblogic、JBoss、IBM Was等应用服务器的开发部署；
6、有支付行业经验更佳；
工作内容：
1. 根据项目规划，负责项目子模块研发工作；
2. 独立负责处理和解决线上产品出现的一般问题；
3. 对开发过程出现的技术难点进行攻关及非产品核心技术的难点的预研；
4. 项目的开发和上线工作；

ps：自研产品，有意向的同学，请主动投递
职能类别：
Java开发工程师
微信分享"
,
java,"1、负责公司应用软件的模块设计、开发和交付，编写技术设计文档；
2、根据需求，进行详细设计，负责编码，修复程序BUG；
3、承担公司应用软件的运维工作；
4、积极学习各种开发技术，保持对当前互联网的各种流行应用的了解；
5、按时按量完成上级交办的其他事宜
任职要求：
1、计算机或相关专业本科以上学历，5年以上开发经验；
2、JAVA基础扎实，熟悉网络编程、中间件、多线程并发编程，对SOA模式有深入理解，对数据库有较强的设计能力； 
3、有很强的分析问题和解决问题的能力，有很强的架构设计与优化能力； 
4、专注于技术、对业界的***发展动态有比较密切的关注，同时对5G、物联网、大数据、AI应用有较深刻的理解和敏感的触觉，能前瞻性提出行业技术解决方案； 
5、具备系统调优、性能调优等技能，对疑难技术问题具备较强的排查能力，高并发分布式计算或海量数据应用经验者优先，有大型网站构建经验者优先；
6、具有良好的沟通，团队协作、计划和创新的能力, 具有开源项目经验者优先;

工作地点：广东省中山市
工作时间：五天八小时，双休
职能类别：
高级软件工程师
微信分享"
,
java,"1、从事医疗器械平台后台开发、单元测试;
2、具备一定的需求分析和系统设计能力；
3、与团队其他成员紧密配合工作，共同创造稳定易用的产品。

任职要求：
1、精通Java语言及相关技术体系；
2、熟练掌握SpringMVC\SpringBoot\Mybatis；
3、能熟练开发后台Restful接口，能用Websocket向前端推送实时消息；
4、熟悉ActiveMq\Kafka\RabbitMq\Jms等消息中间件；
5、熟悉Dubbo、SpringCloud等微服务技术\RMI\WebService等
6、熟练掌握Mysql\Oracle等关系数据库及相关优化技术，熟悉Nosql及常用缓存技术，如Redis\Mongodb等;

职能类别：
软件工程师高级软件工程师
微信分享"
,
java,"1、精通Java语言，熟悉springboot，mybatis等轻量级开源架构以及至少一种数据库，熟悉spark技术栈与web服务性能调优者优先；
2、精通HTML、CSS、JS，熟悉页面架构和布局，熟悉HTML5/CSS3等常用技术，熟悉VUE、微前端框架、有前端视觉设计经验者优先；
3、熟悉智能报表相关业务，有参与BI系统开发经验者优先。
职能类别：
Java开发工程师
微信分享"
,
java,"岗位职责：
1、参加基于Java技术的企业级应用开发；
2、参与系统分析与设计，并负责完成核心代码；
3、根据开发规范与流程独立完成模块的设计、编码、测试以及相关文档；
4、参与软件需求与设计审核和代码检查，协助项目经理实施项目；

任职资格：
1、熟悉Java和J2EE编程，有2年以上的开发经验，熟悉Servlet/JSP、JDBC、EJB、JMS、Web Service、HTML、JavaScript、CSS等；熟悉HTTP、HTTS等常见通信协议；
2、具备企业应用系统开发与架构设计经验,对当前流行的技术、开源框架有清晰的认识以及独到的见解，掌握struts、hibernate、spring等主流框架的开发和配置经验；
3、熟悉至少一种应用服务器中间件的使用、配置和管理，如Weblogic、Websphere、JBoss、Tomcat等
4、具有丰富的数据库开发经验，熟悉Oracle、DB2等一个或多个主流数据库;
5、熟悉面向对象的分析和设计技术，有较强的分析和设计能力，熟悉设计模式、UML建模等，掌握powerdesigner、rational、visio等设计软件；
6、具有金融行业、企业支付、ERP等软件开发经验者优先考虑。
职能类别：
软件工程师
关键字：
java
微信分享"
,
java,"工作职责：
1.负责功能模块的代码编写、能够独自完成单元测试,集成测试
2.日常的 bug 修复
3.良好的与产品、测试、业务沟通能力，良好的学习能力，团队协作能力
4.根据开发规范，编写相关技术文档
工作要求：
1.专科及以上学历
2.具有2年以上J2EE项目开发经验，能够独立完成项目分配的开发任务
 3.熟悉Java及面向对象设计开发,掌握常用开发工具
4.熟悉springboot、springcloud等主流框架
5.熟悉跨境电商物流行业优先
6.这个职位是先在深圳总部办公，明年需要去我们长沙开的分公司办公，所以需要有意愿去长沙发展的人选
职能类别：
Java开发工程师
关键字：
java开发
微信分享"
,
java,"1 协助开展公司项目或产品的研发工作；

2解决项目中遇到的技术难题，确保各系统高扩展、高效率、高稳定、保证平台稳定运行；

3负责平台线上问题的分析及解决

4 学历能力强，严谨踏实，强烈的进取心和责任感，能承受较大的工作压力：
 福利待遇：
五天八小时双休制，年底双薪，每年1-2次调薪晋升机会

免费包住，餐补
五险一金

近地铁
不定时下午茶 氛围好
职能类别：
软件工程师
关键字：
java软件开发软件工程师软件
微信分享"
,
java,"1、两年以上应用开发经验，2个以上J2EE项目开发经验；
2、能熟练应用JAVA语言、JSP、JavaScript，能够熟练使用常用的应用服务器；
3、熟悉Jquery或dwr等ajax页面开发技术；
4、具备常用的数据库应用开发能力；
5、熟悉struts、hiberrate、spring等流行架构及设计模式；
任职要求：
1、大专以上学历，专业不限，计算机专业优先；
2、有一定的逻辑思维，热爱互联网工作；对JAVA软件开发行业有兴趣，喜欢IT技术类行业；
3、学习能力好，富有团队精神，在项目经理的指导下完成项目。


职能类别：
软件工程师
关键字：
java软件开发软件工程师开发软件工程师开发工程师java开发
微信分享"
,
java,"1. 理解并按时完成需求任务；
2. 独立承接模块并能对该模块任务进行分解和任务分配；
岗位要求：
1、全日制统招本科学历，计算机相关专业，3年以上java项目经验；
2、精通 Spring/SpringMVC/mybatis/SpringBoot; 
3、熟练使用 oracle,mysql,redis等；
4、熟练使用 Maven、Git、Linux 等开发、构建和部署工具；
5、思维活跃逻辑清晰，良好的沟通能力，有较强的抗压能力，有较强的自主学习能力；
6、了解K8S ，docker ，有机器学习相关经验者优先。
职能类别：
Java开发工程师软件工程师
关键字：
软件开发java
微信分享"
,
java,"职责描述：
1、负责公司Java软件产品的开发；
2、按照项目需求与进度要求，完成编码、单元测试工作；
3、参与需求文档、技术文档的编写工作；
4、及时反馈软件开发中的情况，解决开发中所遇到的各项技术难题。
任职要求：
1、统招本科以上学历，计算机相关专业；研究生优先
2、1-5年Java实际开发经验，具有IT公司背景优先；
3、熟悉Spring MVC、Spring-boot、MyBatis相关技术和框架，能够熟练应用到开发中；
4、熟悉MySQL、Oracle、Redis、MongoDB（或其他NoSQL）；
5、了解Solr、MyCat、Netty或者电商网站开发的优先
6、熟悉.Net开发的优先
职能类别：
Java开发工程师
微信分享"
,
java,"1、负责项目中相关软件需求的设计、开发和实现；
 2、负责后台接口的设计与开发，前台页面及应用的数据集成与调试，完成相应功能； 
3、积极学习与分享软件开发技术层面的新知识；
 4、配合其他工程师一同工作。
 要求：
 1、具有良好的软件开发技术,熟练使用Java语言开发Web应用，熟悉主流技术框架(SSH等)； 
 2、熟悉数据库理论，熟练掌握主流数据库MySQL、SQL Server等的应用； 
3、熟悉HTML、XML、JavaScprit、ajax、Web Servrice等WEB技术； 4、熟悉Linux操作；有大型企业内部软件项目开发能力，能独当一面的工作能力。
 5、有一定的业务协调能力，较强的实际问题处理能力。
 6、做过大数据的优先！
职能类别：
Java开发工程师
关键字：
javajava开发开发工程师
微信分享"
,
java,"任职资格：
1.大专及以上，软件工程、计算机科学与技术、计算机应用等专业；
2.良好的外语水平，3年以上软件行业工作经验，2年以上java开发经验；
3.熟练使用java相关开发工具，熟悉Tomcat，Jboss，WebLogic等服务器配置 ；熟悉sql语言，掌握sql server或oracle等大型数据库；熟悉消息通讯，HTML5开发技术的优先；
4.精通操作系统、网络、数据库的基本原理；精通Java EE技术构架,熟练使用html、css、javascript、Ajax进行WEB项目开发；
5.有强烈的工作责任心，有良好的沟通能力和团队合作精神，能独立分析和解决问题，学习能力强，能很好地理解客户需求，能承受一定的工作压力;
岗位职责：
1.负责业务功能代码开发 按要求保质保量完成 每天 70%
2.根据开发规范与流程完成编码、单元测试及相关文档 根据文件规范完成 每天 10%
3.配合项目负责人完成相关任务目标 配合完成相关任务目标 每天 10%
4.完成上级领导安排的其他工作任务 按要求时间与预期质量实施 临时 10%
5.能提出合理化建议，可以接受技能培训和学习。

职能类别：
Java开发工程师
关键字：
软件开发
微信分享"
,
java,"基本条件：
1、大专及以上学历，通信，计算机，信息技术等三年及以上相关工作行业经验；
2、有大型网站开发经验和物联网类系统设计开发经验

岗位职责：
1. 精通Java语言，熟练运用常见开发框架，熟悉常用项目构建/集成工具，如Maven、jenkins/gerrit/gitlab等；
 2.熟悉常见数据库和存储技术（Oracle, Mysql, Mongodb,redis,HDFS等），熟悉常用ORM和连接池组件；
 3.熟悉常用服务器（Apache, Tomcat）环境配置，了解集群和网络的基础知识；
 4.熟悉MQ/Kaffa常用消息队列软件
 5.熟悉微服务框架、技术及实现部署方式；
 6.了解网站前端交互技术，javascript(Jquery）/ajax/CSS等；
 7.熟悉eclips底层架构组织形式和插件相关技术，熟悉liunx操作使用等。
 8.较强的逻辑思维能力、沟通能力、团队协作意识及独立解决技术问题的能力，善于表达。
 9.熟悉MQTT/CoAP/JT808/OPC-UA等物联协议。
职能类别：
Java开发工程师
关键字：
后端
微信分享"
,
java,"岗位职责： 
1、负责前后台软件架构设计。 
2、实现系统核心代码。 
3、检查和改善代码质量。 
4、发现和解决存在的性能瓶颈等技术难题。 

任职要求： 
1、3年及以上经验，本科学历、优秀可放宽学历，计算机类专业毕业； 
2、扎实的Java基础，掌握IO、多线程，集合等基础类库； 
3、熟悉使用spring、springmvc、springboot、mybatis等； 
4、熟练使用mysql，redis等；
职能类别：
Java开发工程师
关键字：
java开发微服务springboot
微信分享"
,
java,"岗位职责： 
1、负责公司大数据平台需求调研，概要设计，详细设计等;
2、负责系统功能代码的实现、优化;
3、负责公司大数据平台开发，包括数据恢复、存储、传输、优化、可视化等开发;
4、负责电子数据司法取证。
岗位要求：
1、2年以上java开发工作经验、Java语言基础扎实、熟悉J2EE规范，熟悉JSP,Servlet,AJAX等开发技术，使用过Spring MVC、Spring、Hibernate、MyBatis、Struts等开发框架更佳;
2、熟悉HTML/JavaScript/CSS开发、了解JSON格式和WebService技术;
3、熟悉Oracle，MySQL，SqlServer，MongoDB，Redis等数据库;
4、熟悉Linux环境编程与常用命令更佳;
5、具有良好的文档习惯，能够编写概要设计、详细设计等开发文档;
6、熟悉JBOSS、tomcat、weblogic、SVN、GitLab，Docker，Nginx等应用服务器;
7、较强沟通能力和学习能力，对新领域新知识有求知欲。
职能类别：
Java开发工程师
微信分享"
,
java,"岗位职责:
1、根据产品需求负责并参与方案设计，同时参与讨论项目的可行性方案；
2、负责所属产品的代码开发、单元测试开发，问题分析与解决；
3、参与产品架构优化，性能调优并辅助其他模块进行技术实现；
4、协助并完成其他技术开发任务；
任职要求：
1、***本科及以上学历，计算机相关专业，至少3年Java研发工作经验；
2、Java 基础扎实，熟悉NIO、多线程、集合等基础框架，对JVM原理有较好的理解；
3、熟悉 Spring/Spring Boot、MyBatis 等开源框架，有具体的项目应用经验；
4、对主流关系型数据库（如Mysql，Oracle，Sql Server）、NoSQL数据库（如MongoDB，Redis）有较丰富的使用经验；
5、对主流MQ，ES等基础组件有一定的了解和实际使用经验；
6、熟悉面向对象设计开发，具有文档编写能力；
职能类别：
Java开发工程师
关键字：
java软件开发
微信分享"
,
java,"1、负责大数据应用场景下的智慧社区、智慧校园等相关软件项目的开发与架构工作；
2、负责相关技术文档的编写工作；
3、负责核心技术的攻关，解决上线项目遇到的技术问题；
4、协助项目主管完成相关工作。

任职要求：
1、本科及以上学历，计算机等相关专业，3年左右相关工作经验；
2、具有良好的编程基础，熟悉多线程、http、jvm基本的数据结构等；
3、熟悉Spring\Spring boot等开源框架，熟悉mysql等数据库；
4、能够独立部署应用服务器；
5、具备良好的文档编写能力；
6、掌握hadoop或 hbase或ES者优先；
7、熟悉主流数据挖掘技术者优先；
8、具备大数据相关技术（如：Flume、Kafka、Zookeeper、Hadoop、Spark等）优先。
职能类别：
Java开发工程师
微信分享"
,
java,"岗位职责：
1、负责撰写技术方案，参与系统分析与设计、测试支持、系统上线；
2、负责现有系统的优化和重构，技术原型开发和核心模块代码编写；
3、负责项目重点、难点的技术攻坚；
4、负责研究并预研引进新技术；
5、持续提升系统性能和稳定性，扫除技术风险；
6、负责系统核心模块代码编写，带领团队共同完成项目的开发和维护；
7、对平台项目进行技术评审和把关，验证方案的有效性和合理性；
8、负责制定产品开发规范，制定技术标准，善于从实践项目开发中总结技术经验；
9、编写相应的技术文档，对初级工程师提供培训，提高团队整体开发能力。
岗位要求：
1、计算机相关专业，大学大专及以上学历；
2、深入理解java面向对象设计的思想和常用的设计模式；
3、java基础扎实，熟悉集合、IO、多线程、网络通信、算法等基础技术；
4、熟悉主流的后端框架技术，包括SpringMVC、SpringBoot、Mybatis、Dubbo等，对其原理和机制有一定了解的优先考虑；5、有Spring Cloud开发经验优先考虑；
6、熟悉MySQL、SQLServer等数据库，熟练编写sql语句，并对数据库性能优化有一定的了解；
7、了解Redis、MongoDB等缓存服务，ActiveMQ、Kafka等消息中间件的使用；
8、熟练使用Eclipse/IDEA、Maven/Gradle、git/svn等开发工具；
9、熟悉Linux服务器，以及常用基础命令；
10、在可扩展、高性能、高并发、高稳定性系统设计、开发和调优方面有实际经验的优先考虑；
11、思维敏捷，具有良好的逻辑分析及问题解决能力，对互联网业务和产品有较强的敏感性。
上市公司平台稳定、福利待遇优厚：
1、极具竞争力的薪酬待遇，重点项目奖金；
2、每年1-2次的员工旅游活动；
3、员工生日礼物、生日假期、节日礼物；
4、逐年递增的工资；
5、五险一金，各类法定休假；
6、完善的培训体系和晋升空间；
7、周末双休。
职能类别：
Java开发工程师
微信分享"
,
java,"岗位职责
1.作为技术主管和主要开发人员，带领 6~10人团队。
2.搭建系统框架，确定技术方向，制定开发规范并进行项目管理。
3.解决开发团队遇到的技术问题，对系统性能及稳定性作出分析及优化建议。
4.编写技术文档。
任职资格
1.有丰富的JAVA开发经验，有城市交通大数据类经验优先，有6~10人的开发团队管理能力，；
2.有良好的团队合作意识，沟通能力强。
3.精通JAVA，5年以上JAVA开发工作经验。
4.精通SpringMVC、Springcloud、Springboot、MyBatis等开源框架，了解工作原理，熟悉常用中间件的使用。
5.熟悉mysql等数据库，熟练掌握常用数据结构，Java基础类库
6.熟悉Tomcat等服务器的配置及优化；
7.有一定的WEB前端编程能力，掌握JQuery、JavaScript。
8.熟悉HTTP、Web Service、TCP/IP等协议和规范。
9.熟悉UML建模，搭建架构，设计模块，项目管理（熟悉如GIT，JIRA，JUnit 等工具），编写技术文档。  
10.要求有较强的解决技术问题能力。 
11.有全栈开发能力、小程序/APP开发经验优先。
12.熟悉常用算法和数据结构优先。
职能类别：
项目主管
关键字：
java软件开发软件工程师开发软件
微信分享"
,
java,"1. 负责MMC业务产品的相关架构设计与开发；
2. 从用户和技术出发，实现面向未来的系统规划、设计和落地；
3. 技术预研和技术难点攻关，保障系统可用性、稳定性、和可扩展性。

1. Java基础扎实，理解io、多线程、集合等基础框架，对JVM原理有一定的了解；
2. 对于你用过的开源框架，能了解到它的原理和机制；对Spring、ibatis开源框架熟悉；
3. 掌握多线程及高性能的设计与编码及性能调优；有高并发应用开发经验；
4. 对技术有浓厚兴趣，学习能力强，适应能力好，抗压能力强；
5.具备较强的业务理解及业务抽象能力；
6. 有强烈的技术热情和钻研精神，热爱新技术；有独立、主动的学习习惯和良好的沟通表达、团队协作能力；
7. 激情，有创业经历和主导平台型产品研发经验者优先。
职能类别：
软件工程师
微信分享"
,
java,"岗位职责

1、负责公司分销系统维护及二次开发工作。
2、负责开发设计及培训文档编写工作
3、根据需求，完成相应开发测试及上线支持
任职资格
1、大专及以上学历，计算机、软件工程、信息管理类专业
2、熟悉JAVA开发、FLEX技术，具有三年以上开发经验
3、熟悉Oracle数据库表及存储过程等相关操作，熟练使用SQL语句
4、具有良好沟通协调能力、学习能力、良好心里素质及抗压能力
5、具有较强责任心，工作积极主动，具有较强逻辑分析能力。
职能类别：
软件工程师Java开发工程师
关键字：
java软件开发软件工程师java开发
微信分享"
,
java,"工作岗位：Java开发工程师
    工作职责：
根据项目要求及上级领导分配的任务，承担系统功能开发，并按计划完成任务目标；
负责系统分析与设计，并负责完成核心代码和独立完成模块的编码；
负责对开发成果进行自测；
分析并解决软件开发过程中的问题，参与技术难题攻关；
参与编制与项目相关的技术文档；
完善并遵守团队编码规范，编写高质量、结构清晰、易读、易维护的代码；
                                技能需求：
     计算机相关专业本科及以上学历，2年及以上java开发工作经验；
精通JAVA语言，熟悉Java领域主流常用框架，如springboot、Spring Cloud、Spring、SpringMVC、Mybatis等；
熟悉linux/UNIX等操作系统，可以熟练部署应用系统，熟悉apache,nginx,Tomcat等应用服务器的使用；
熟悉activiti等工作流框架；
熟悉关系型数据基本原理，熟练掌握mysql、orcale数据库开发技术，具有SQL开发能力,能够进行数据库表设计和性能调优；
熟练掌握javascript、HTML、jQuery、CSS等前端相关技术，熟悉vue等前端框架
具有移动端app、小程序等开发经验者优先
有风控或者审计相关的开发经验者优先，有微服务、大容量、高性能、高可用、分布式、架构设计经验者优先
具有良好的团队合作精神，能够在一定压力下工作，具备良好的需求理解和分析能力，能够积极完成上级安排的工作任务，有强烈责任心和严谨工作作风、诚实守信、有良好的自学能力和沟通能力。


职能类别：
Java开发工程师
关键字：
java软件开发软件工程师开发软件
微信分享"
,
java,"1、根据详细设计按照项目计划从事开发工作
2、负责产品软件设计与开发实现,优化现有系统及功能升级
3、参与系统的需求分析、设计、编码、单元测试、BUG解决等工作1、精通Java开发语言、 熟练掌握Eclipse、IDEA开发工具，了解多线程机制;
2、熟悉VUE，HTML、JSP等Web开发相关技术，了解前后端分离;
3、熟悉SpringBoot，熟悉SpringCloud相关组件及功能开发;
4、熟悉SQL语言 ,熟悉Oracle、Mysql数据库设计和应用开发，海量数据表的查询索引优化；
5、了解各种中间件，MQ，Redis，Zookeeper、Nacos、shardingsphere、kettle
6、熟悉git/svn版本管理;
7、参与系统设计、需求分析、程序开发以及技术文档编写的相关工作。
职能类别：
软件工程师
微信分享"
,
java,"1、有设计经验及项目管理经验；3年以上工作经验；
2、日语2级（或相当）以上，能够独立撰写业务QA，电子邮件，并面对面和客户就业务/技术问题进行交流；
3、能够独立用日语书写结合测试票和详细设计书；
4、有赴日经验者优先考虑；

职能类别：
高级软件工程师
微信分享"
,
java,"1.参与银行核心产品开发，完成软件系统代码的实现；
2.分析并解决软件开发过程中的问题；
3.与团队成员充分沟通，保证产品研发进度和质量；
任职资格：
1.本科及以上学历，3年以上Java工作经验；
2.熟系微服务，有Springboot/Springcloud实际项目经验；
3.良好的沟通能力和团队协作能力；
4.可以进行简单的英语自我介绍。

职能类别：
Java开发工程师
关键字：
springbootjavaspringcloud
微信分享"
,
java,"1.审核中台开发和对接
2.全网数据抓取
3.图文后台开发和维护

任职要求
1、有3年以上的java开发经验；
2、Java基础扎实，熟悉IO/NIO、多线程、集合等基础框架；
3、精通springMVC、SpringBoot、Hibernate、Mybatis等框架；熟悉Ajax技术；
4、熟练使用mysql，Elasticsearch，有一定的优化经验；
5、熟悉Redis等缓存技术，有实际应用经验；
6、熟悉RocketMQ、dubbo、zookeeper；
7、熟悉Nginx网站部署方案；熟练使用Linux，了解shell；
8、有分布式系统开发设计经验，参与开发并成功运维过高并发大数据项目的优先考虑。
9、逻辑思维清晰，具有良好的沟通、团队协作，善于学习最新的技术和理念并应用在工作中，有视频网站开发经验优先考虑。
职能类别：
Java开发工程师
微信分享"
,
java,"1、根据系统设计，负责系统子模块的详细设计以及代码编写；
2、独立思考并解决系统中疑难故障；
3、能够独自完成新技术的预研工作，并能将技术原理讲清；
4、负责完成项目上的具体需求设计以及开发。

任职要求：
1、本科以上学历，三年以上工作经验，计算机或相关专业，熟悉JAVA开发以及WEB开发；
2、熟悉SpringCloud生态圈相关组件，并熟练使用SpringBoot进行JAVA Web 接口的开发；
3、熟悉HTTP协议，了解Restful接口，熟悉微服务架构，熟悉SOA架构；
4、熟练使用MySQL数据库，能够编写常见的SQL语句，熟练掌握Mybatis框架对数据库的操作，了解Mybatis底层原理；
5、了解Kafka、Redis、ElasticSearch等常用中间件。
职能类别：
Java开发工程师
关键字：
javaSpringCloudSpringBootSOAMySQL
微信分享"
,
java,"1） 协助推进集团财务信息化建设，负责财务相关项目过程管理、日常运维等
2）对供应商负责的项目进行关键节点控制，诸如调研方案、实现方案、开发方案、系统配置方案、人天费用、实施文档回收、验收会议等
3）协助财务部门进行核算流程，报表梳理，年度预算，共享财务建设
4）负责财务模块的功能设置，内部培训及日常运维，包括企业报表、合并报表及预算等系统配置
5）根据公司发展需求，帮助深化完善NC系统财务模块的应用；
6）用友NC ERP系统的功能开发及BUG修复；
7）ERP系统与其他系统的集成开发，系统版本迭代等。
8）完成上级领导安排的工作。
任职要求：
1）本科及以上学历，计算机、软件等相关专业优先，
2)  熟悉用友NC-UAP至少有三年以上NC开发经验；
3)  熟悉用友portal端 至少有一年以上开发经验；
4)  熟悉WAS下的部署配置；
5)  熟悉预算、市场营销、费用报销、供应链等至少三个模块以上的产品功能；
6)  熟悉掌握NC633产品定制化开发；
7)  具有良好的程序设计习惯及设计文档、接口文档等技术文档编写能力；
8)  具有良好的学习能力、沟通能力、协同能力和合作精神，能接受挑战并承担工作压力


职能类别：
Java开发工程师
关键字：
软件工程师java开发java软件开发软件工程师开发工程师
微信分享"
,
java,"1、  负责后端业务数据库的设计；
2、  完成后端业务代码接口的开发；
3、  与接口使用方合作，完成接口的对接；
4、  负责后端系统的部署；
5、  负责数据同步。
任职要求：
1、  本科及以上学历，计算机专业或有软件开发背景；
2、  具备强烈的进取心、求知欲及团队合作精神，有较强的沟通及协调能力；
3、  有JAVA编程基础，有软件项目实践经验者优先；
4、  熟悉Mysql、PostgreSQL等数据库，熟练运用SQL语句；
5、  熟悉SpringCloud的微服务架构，有分布式系统开发经验优先；
6、  熟悉Nginx/Redis/Solr/MongoDB/Kafka/FastDFS/Zookeeper等中间件优先
职能类别：
Java开发工程师
关键字：
java\开发
微信分享"
,
java,"主要岗位职责: 
1. 负责业务平台架构设计，对架构业务合理性、可扩展性和快速迭代负责； 
2. 深入理解分析业务需求，为软件开发和运行环境要求等提供架构设计、模型设计； 
3. 与开发团队一起完成概要设计设计，评审概要设计、详细设计，参与代码评审，帮助开发团队提高开发质量； 
4. 配合产品经理、项目经理进行项目决策，进行技术风险评估，提高开发速度； 
5. 主持并参与制定设计及实现规范，指导设计、实现及部署工作； 
6. 负责系统的接口设计、控制和管理。 

任职资格要求： 
1. 本科及以上学历；金融类、电子商务、计算机、通信等相关专业毕业； 
2. 5年及以上软件开发或架构或管理的工作经验，三年以上电子商务、互联网金融或银行支付系统开发工作经验； 
3. 熟悉产品管理、开发的整个流程，深厚的系统架构设计基础和丰富的实施经验； 
4. 精通系统架构设计与开发工作所涉及到相关软件语言及开发工具； 
5. 有大局观，能从业务角度考虑问题，视野广阔，具有良好的前瞻性，思路清晰、逻辑性强、具备良好的沟通能力、理解能力和团队协作意识。 
6. 有etom,togaf等架构方法论经验的优先
职能类别：
系统架构设计师
关键字：
java支付金融架构
微信分享"
,
java,"1. 根据系统概要设计编写模块的详细设计，并实现；
2. 把控模块的开发进度和质量；
3. 配合项目经理推动框架的持续更新和优化；
4. 负责系统上线部署和运行平稳；
5. 参与项目的需求调研和框架设计；
6. 参与项目的软件开发架构设计；
7. 参与项目的运行环境架构设计；
岗位要求：
1、***本科及以上，计算机相关专业；
2、具有3年以上的java研发经验，精通JVM调优、多线程编程模型，熟练使用各种线上调试和问题排查工具；
3、扎实的java基础知识功底，熟悉SprinCloud、redis、mongodb、kafka、Zookeper、Mybatis 等开源框架的实现原理和相关应用场景；
4、在中间件的使用和开发上有丰富经验，能够抽象系统中的模块和设计系统开发框架； 
5、熟悉linux系统、sql、存储过程等数据技术语言，熟悉大数据技术优先；
6、精通性能调优，SQL调优等方案,能自主搭建微服务技术架构进行应用开发。
7、学习能力强，愿意去关注和尝试新技术，具有良好的编码习惯，乐于和团队成员沟通、分享。
职能类别：
Java开发工程师
微信分享"
,
java,"职位关键词：
HTML5，ERP，SAP，Python，Java，SQL
负责公司基于金蝶BOS技术平台的项目开发工作及其他独立开发任务
任职资格：
1、全日制本科及以上学历
2、熟悉JAVA开发，了解J2EE设计模式，熟悉HTML5,CSS,JavaScript，Ajax等技术及主流框架，熟练数用Struts、spring、hibernate等框架
3、熟悉SQL Server、Oracle数据库一种或多种
4、熟悉ERP业务或用友、金蝶、浪潮、SAP等相关企业管理软件优先考虑
5、具备较强的问题处理能力和学习能力
6、有创新、创业精神的优秀毕业生也可以优先考虑
职能类别：
软件工程师
关键字：
java.net软件开发
微信分享"
,
java,"1.本科及以上专业，计算机软件相关专业
2.精通java开发语言，有3年以上开发经验；
3.了解Java GUI界面开发，如Java Swing、Javafx等技术；
4.了解Java网络编程（C/S架构）
5.良好的表达和沟通能力，思维清晰；
职能类别：
Java开发工程师
关键字：
java
微信分享"
,
java,"岗位要求：
1、掌握C#、.net或Java开发语言，进行开发工作；
2、有项目开发经验的优先；
3、获得软件设计证书的优先。
职能类别：
Java开发工程师
关键字：
java软件开发软件工程师java开发开发工程师开发软件
微信分享"
,
java,"工作职责:
1. 根据产品经理项目规划，参与产品模块设计，参与产品功能迭代开发；
2. 负责产品使用过程中的优化工作，解决系统开发，运行中出现的各种问题；
3. 参与设计文档编写和相关技术资料维护；
4. 协助运营团队处理项目上用户反馈的问题，保障业务正常运行。
任职资格:
1. 本科及以上学历，计算机相关专业，2年或以上的面向对象的软件开发经验；
2. 熟悉B/S系统架构，熟练掌握JAVA开发环境和开发工具；
3. 熟悉常用的数据库系统，譬如：ORACLE，MySQL 等；
4. 深入理解面向对象，熟练使用Spring、SpringBoot、SpringCloud、SpringMVC、Mybatis等框架；
5. 熟悉Web的相关技术，如HTML5/JavaScript/CSS/jQuery/Ajax/JSP/Freemarker等；
6. 工作认真、严谨细致，具有责任心；
7. 具备团队合作精神。
职能类别：
其他
关键字：
前端开发
微信分享"
,
